,word_idx,word,start,end,hftoken,token_id,rank,true_prob,top_pred,entropy
234,219,relaxed,67.7241279296875,68.2041279296875,Ġrelaxed,18397,67,0.0021945415,804,5.053212
235,220,There,68.9171279296875,69.0271279296875,ĠThere,1318,107,0.0005305452,290,3.5887651
236,221,was,69.0471279296875,69.1571279296875,Ġwas,373,4,0.013814377,338,2.3369527
237,222,one,69.2171279296875,69.4771279296875,Ġone,530,1,0.08816239,257,3.104704
238,223,shot,69.4971279296875,69.8771279296875,Ġshot,2823,6,0.026035367,640,4.7728553
239,224,David,69.8771279296875,70.2071279296875,ĠDavid,3271,195,8.018734e-05,810,2.9499865
240,225,really,70.2871279296875,70.57712792968749,Ġreally,1107,26,0.004696172,1718,5.465182
241,226,wanted,70.5971279296875,70.8771279296875,Ġwanted,2227,0,0.20844743,2227,4.0628633
242,227,to,70.8771279296875,70.9971279296875,Ġto,284,0,0.52705175,284,2.6358933
243,228,get,71.01712792968749,71.29712792968749,Ġget,651,1,0.23747268,466,2.7714906
244,229,a,72.07712792968749,72.1471279296875,Ġa,257,7,0.035940386,11,3.8556123
245,230,full,72.2471279296875,72.43712792968749,Ġfull,1336,20,0.0048421863,922,4.4011173
246,231,face,72.4771279296875,72.7271279296875,Ġface,1986,14,0.0059127887,1767,4.4665394
247,232,portrait,72.76712792968749,73.2871279296875,Ġportrait,18560,3,0.033038303,2823,2.8411999
248,233,with,73.4471279296875,73.57712792968749,Ġwith,351,1,0.033642862,286,1.2976321
249,234,a,73.57712792968749,73.6271279296875,Ġa,257,1,0.16904072,262,4.3641176
250,235,wide,73.6671279296875,73.9171279296875,Ġwide,3094,19,0.0064991172,1336,6.0226274
251,236,angle,73.93712792968749,74.2371279296875,Ġangle,9848,0,0.61720735,9848,2.0602808
252,237,lens,74.2771279296875,74.7871279296875,Ġlens,10317,0,0.4566047,10317,2.8273523
253,238,But,75.3571279296875,75.4571279296875,ĠBut,887,39,0.0015837852,13,3.1689656
254,239,every,75.4971279296875,75.6671279296875,Ġevery,790,64,0.0015539298,339,4.31852
255,240,time,75.7071279296875,75.9271279296875,Ġtime,640,0,0.7401304,640,1.5921955
256,241,he,75.9271279296875,76.0071279296875,Ġhe,339,0,0.3773203,339,2.182231
257,242,got,76.0071279296875,76.1671279296875,Ġgot,1392,2,0.058705967,3088,3.6633482
258,243,close,76.1671279296875,76.3971279296875,Ġclose,1969,0,0.46879774,1969,2.4697752
259,244,to,76.4171279296875,76.46712792968749,Ġto,284,0,0.46673846,284,2.1547172
260,245,taking,76.54712792968749,76.82712792968749,Ġtaking,2263,17,0.0012982583,262,1.7651095
261,246,the,76.8671279296875,76.9171279296875,Ġthe,262,0,0.49858263,262,1.4023981
262,247,shot,76.9571279296875,77.40712792968749,Ġshot,2823,0,0.641811,2823,1.5342144
263,248,the,77.51712792968749,77.6271279296875,Ġthe,262,2,0.11811341,339,2.9371223
264,249,monkeys,77.6471279296875,77.9771279296875,Ġmonkeys,26697,370,0.00018636975,5044,4.310863
265,250,would,78.01712792968749,78.1171279296875,Ġwould,561,0,0.41534376,561,3.6891365
266,251,look,78.1371279296875,78.2871279296875,Ġlook,804,21,0.0074904375,4391,5.1907153
267,252,away,78.3071279296875,78.6671279296875,Ġaway,1497,1,0.12626864,379,2.8003738
268,253,So,79.5971279296875,79.7071279296875,ĠSo,1406,13,0.0060352446,13,3.1736164
269,254,after,79.7271279296875,79.9171279296875,Ġafter,706,6,0.02056554,339,3.286899
270,255,two,80.0371279296875,80.1771279296875,Ġtwo,734,12,0.013325261,257,3.917615
271,256,days,80.2371279296875,80.4971279296875,Ġdays,1528,2,0.13686463,2250,3.1529193
272,257,of,80.5371279296875,80.6271279296875,Ġof,286,0,0.57082176,286,2.0757666
273,258,these,80.6271279296875,80.82712792968749,Ġthese,777,32,0.0032253298,2111,4.499029
274,259,near,80.82712792968749,81.0271279296875,Ġnear,1474,178,0.000810224,5205,6.3539295
275,260,misses,81.0271279296875,81.6171279296875,Ġmisses,18297,0,0.8203587,18297,1.2586768
276,261,he,81.7271279296875,81.82712792968749,Ġhe,339,0,0.25061446,339,3.2850258
277,262,changed,81.82712792968749,82.1471279296875,Ġchanged,3421,38,0.002991836,3066,3.7183254
278,263,strategies,82.1471279296875,82.8571279296875,Ġstrategies,10064,36,0.0013508543,465,2.1433842
279,264,He,83.5071279296875,83.6271279296875,ĠHe,679,6,0.019496065,290,2.8597057
280,265,put,83.6271279296875,83.7371279296875,Ġput,1234,9,0.019306995,1718,5.001237
281,266,his,83.7571279296875,83.8571279296875,Ġhis,465,1,0.20732634,262,2.5118918
282,267,camera,83.8771279296875,84.15712792968749,Ġcamera,4676,0,0.31247205,4676,4.8206005
283,268,on,84.15712792968749,84.2471279296875,Ġon,319,0,0.32342932,319,3.0074692
284,269,a,84.2471279296875,84.3071279296875,Ġa,257,0,0.4900332,257,2.0503674
285,270,tripod,84.3071279296875,84.93712792968749,Ġtripod,47439,0,0.6004374,47439,2.9754386
286,271,and,84.9771279296875,85.0971279296875,Ġand,290,0,0.58756346,290,2.5148466
287,272,threw,85.1171279296875,85.21712792968749,Ġthrew,9617,50,0.0031722665,1718,5.0543933
288,273,down,85.21712792968749,85.3871279296875,Ġdown,866,10,0.0037233527,340,1.6413674
289,274,some,85.4271279296875,85.57712792968749,Ġsome,617,3,0.08674836,257,2.909072
290,275,cookies,85.5971279296875,86.1971279296875,Ġcookies,14746,151,0.00087974296,2057,6.176221
291,276,to,86.1971279296875,86.3171279296875,Ġto,284,2,0.069098346,679,4.155317
292,277,try,86.3371279296875,86.51712792968749,Ġtry,1949,9,0.0145129,11786,4.1081285
293,278,to,86.51712792968749,86.5871279296875,Ġto,284,1,0.4311323,290,1.205918
294,279,entice,86.5871279296875,86.9571279296875,Ġent,920,9,0.016889539,651,4.3721056
295,279,entice,86.5871279296875,86.9571279296875,ice,501,0,0.99707544,501,0.028165113
296,280,the,86.9571279296875,87.01712792968749,Ġthe,262,0,0.4751131,262,2.2614722
297,281,monkeys,87.0371279296875,87.3571279296875,Ġmonkeys,26697,82,0.0018898561,6842,6.3978004
298,282,over,87.43712792968749,87.7771279296875,Ġover,625,91,0.000690147,284,3.797266
299,283,He,88.5571279296875,88.65712792968749,ĠHe,679,2,0.05440697,284,3.64779
300,284,was,88.6771279296875,88.7871279296875,Ġwas,373,1,0.05367076,788,5.4003916
301,285,hoping,88.7871279296875,89.0571279296875,Ġhoping,7725,4,0.027606066,523,5.8001547
