name	x	y	z
P2b14	-15.79836464	12.97836304	-38.59746552
P2b15	-14.62678528	13.24047279	-38.78900146
P2b16	-14.78274155	15.56718636	-39.37940598
O1aIb1	61.4863472	-25.71954727	-13.48529339
O1aIb9	-11.86247063	-13.14636421	-31.06884384
O1aIb10	-15.28925323	-10.97202015	-31.99931335
O1aIb11	-35.85319519	-18.26794243	-38.87950516
O1aIb12	-43.89799118	-10.77757835	-36.02160263
O1aIb13	-45.25892258	-10.86665058	-35.44563675
O1aIb14	-53.00495148	-12.43831825	-32.27745819
O1aIb15	-55.93563461	-10.01127529	-30.65844727
O1aIb16	-57.08493805	-10.71274376	-30.30234146
O1bId1	33.22687531	-48.28451157	-16.08689117
O1bId2	32.9578476	-47.7420578	-16.31749725
O1bId3	29.23417091	-42.76113129	-18.7456665
O1bId4	25.94744301	-39.88605881	-20.52347946
O1bId5	24.30782127	-36.79824066	-20.50051117
O1bId6	20.65120316	-33.78053284	-21.80474472
O1bId7	18.79681778	-31.96007538	-22.16632462
O1bId8	16.45353508	-29.56716537	-22.41238022
O1bId9	-67.61075592	-13.32129192	-26.51816177
O1bId10	-67.92460632	-12.70212173	-26.26476288
O1bId11	-68.7689743	-9.674941063	-25.32606506
O1bId12	-81.59094238	-14.22230434	-19.83832169
O1bId13	-72.19869995	-2.505945444	-22.52262878
O1bId14	-81.39312744	-5.749034405	-18.50140381
O1bId15	-82.78556824	-5.184361458	-17.54434204
O1bId16	-84.52680206	-2.814618111	-15.82999134
